R,No. Pedido,INFO,OT,MP,ML UV,ML TOTAL,ANCHO,M2,Cve,Cliente,Sku item,Descripcion,ABCD,F.Pedido,F.Lib,F. Soli. Clie,F. Venci. Ped,"F. Emb.
Plan",F. MODIFICADA,F. PT ENTREGA,Dias Lib,Dias Venci.,C.Orded.,C.Surtida,C.XSurtir,Existencia,U/M,Total,Vend,VENDEDORES,Nota
*,I0ETI29878-1,RETENIDOS,,,,,,,NE2563P,VELADORAS MISTICAS,02563I0139A,MANGA ANGEL DE LA GUARDA PERFUMADA,E, 12/02/24, 12/02/24, 12/03/24, 12/03/24,12/03/2024,,,2,-27,20.00,0.00,20.00,0.00,MI,"18,704.00",79,Jaime Blasques,
*,I0ETI29878-2,RETENIDOS,,,,,,,NE2563P,VELADORAS MISTICAS,02563I0140A,MANGA SAGRADO CORAZON PERFUMADA,E, 12/02/24, 12/02/24, 12/03/24, 12/03/24,12/03/2024,,,2,-27,20.00,0.00,20.00,0.00,MI,"18,704.00",79,Jaime Blasques,
*,I0ETI29878-3,RETENIDOS,,,,,,,NE2563P,VELADORAS MISTICAS,02563I0141A,MANGA VIRGEN DE GUADALUPE PERFUMADA,E, 12/02/24, 12/02/24, 12/03/24, 12/03/24,12/03/2024,,,2,-27,20.00,0.00,20.00,0.00,MI,"18,704.00",79,Jaime Blasques,
*,I0ETI29878-4,RETENIDOS,,,,,,,NE2563P,VELADORAS MISTICAS,02563I0142A,MANGA SAN JUDAS PERFUMADA,E, 12/02/24, 12/02/24, 12/03/24, 12/03/24,12/03/2024,,,2,-27,20.00,0.00,20.00,0.00,MI,"18,704.00",79,Jaime Blasques,
*,I0ETI29878-5,RETENIDOS,,,,,,,NE2563P,VELADORAS MISTICAS,02563I0014A,MANGA M9859 MANGA JAIBOLERO GUADALUPE,E, 12/02/24, 12/02/24, 12/03/24, 12/03/24,12/03/2024,,,2,-27,80.00,0.00,80.00,0.00,MI,"55,104.00",79,Jaime Blasques,
,I0TIJ12254-5,CEDIS,,M0549153-215,29,313.2,0.215,67.338,N11393P,MN PROVEEDORA,PL2113100,"ETQ. LASER 8 1/2"" X 5 1/2"" C/100",A, 06/02/24, 06/02/24, 18/02/24, 29/02/24,N/A,,,8,-5,10.00,0.00,10.00,60.00,PQ,"1,574.00",210,Alberto Limas,PEDIDO DE MARZO
*,I0ETI29884-1,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0362A,ETIQ. TERMICA 4 X 4” C/SEG AZUL SELLO TI,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,30.00,0.00,30.00,204.00,MI,"11,257.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-2,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0360A,ETIQ. TERMICA 4 X 4” C/SEG NARANJA SELLO,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,33.00,0.00,33.00,-7.00,MI,"12,383.25",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-3,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0359A,ETIQ. TERMICA 4 X 4” C/SEG AMARILLA SELL,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,38.00,0.00,38.00,122.00,MI,"14,259.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-4,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0361A,ETIQ. TERMICA 4 X 4” C/SEG VERDE SELLO T,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,1.00,0.00,1.00,-38.00,MI,375.25,59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-5,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0357A,ETIQ. TERMICA 4 X 4” C/SEG ROJA SELLO TI,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,38.00,0.00,38.00,115.00,MI,"14,259.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-6,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0358A,ETIQ. TERMICA 4 X 4” C/SEG PLATA SELLO T,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,34.00,0.00,34.00,237.00,MI,"12,758.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29884-7,RETENIDO,,,,,,,PA5204P,BACHOCO ( LAGOS DE MORENO),03362I0351A,ETIQ. TERMICA 102 X 108MM BCA SELLO TIF,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-10,22.00,0.00,22.00,142.00,MI,"8,255.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
,I0TIJ12266-1,CEDIS,,M0151319-325,6.04,2348.352,0.325,763.2144,N11646P,IMPRESOS Y ETIQUETAS MONACO,11336I0001A,ETIQ. BASCULA BRENDA 57 X 40 R/700 C/38,C, 07/02/24, 07/02/24, 25/02/24, 29/02/24,N/A,,,7,-12,360.00,0.00,360.00,0.00,RL,"12,466.80",12,Martha Lopez,
*,I0ETI29887-1,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0360A,ETIQ. TERMICA 4 X 4” C/SEG NARANJA SELLO,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,168.00,0.00,168.00,-7.00,MI,"63,042.00",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29887-2,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0359A,ETIQ. TERMICA 4 X 4” C/SEG AMARILLA SELL,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,48.00,0.00,48.00,122.00,MI,"18,012.00",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29887-3,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0361A,ETIQ. TERMICA 4 X 4” C/SEG VERDE SELLO T,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,168.00,0.00,168.00,-38.00,MI,"63,042.00",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29887-4,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0357A,ETIQ. TERMICA 4 X 4” C/SEG ROJA SELLO TI,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,18.00,0.00,18.00,115.00,MI,"6,754.50",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29887-5,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0358A,ETIQ. TERMICA 4 X 4” C/SEG PLATA SELLO T,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,152.00,0.00,152.00,237.00,MI,"57,038.00",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
*,I0ETI29887-6,RETENIDO,,,,,,,SU5241P,BACHOCO  (MERIDA),03362I0351A,ETIQ. TERMICA 102 X 108MM BCA SELLO TIF,B, 12/02/24, 12/02/24, 24/02/24, 13/02/24,24/02/2024,,,2,-11,24.00,0.00,24.00,142.00,MI,"9,006.00",59,Cynthia Garay,CONSIGNACIÓN SOLO FACTURAR
,I0TIJ12274-1,CEDIS,,M0151319-220,103.2,111456,0.22,24520.32,N10887P,CORRUEMP,10887B0003A,ETIQ. TD 4X8 R/1000 C/3 C/P,C, 08/02/24, 08/02/24, 27/02/24, 29/02/24,N/A,,,6,-14,"1,000.00",0.00,"1,000.00",0.00,RL,"385,560.00",210,Alberto Limas,
*,I0ETI29890-1,RETENIDO,,,,,,,N11796D,GROWHERBS,50000B0024A,ETIQ. TD 2X1 R-1500 C/P C-1,A, 12/02/24, 12/02/24, 18/02/24, 17/02/24,18/02/2024,,,2,-5,30.00,0.00,30.00,9.00,CJ,"7,064.96",205,Gabriela Chapa,
*,I0ETI29894-1,RETENIDO,,,,,,,NO3666P,THINK SMART,50000B0015A,ETIQ. TT 4 X 6 C/P R/1000 C-3,A, 12/02/24, 12/02/24, 01/03/24, 01/03/24,01/03/2024,,,2,-17,50.00,0.00,50.00,-13.00,CJ,"36,085.85",205,Gabriela Chapa,
*,I0ETI29894-2,RETENIDO,,,,,,,NO3666P,THINK SMART,03666B0016A,"ETIQ TT 1 X 3"" R-2000 C-40mm",C, 12/02/24, 12/02/24, 01/03/24, 01/03/24,01/03/2024,,,2,-17,140.00,0.00,140.00,0.00,RL,"13,073.00",205,Gabriela Chapa,
,CS00005111-1,PLANEACION,OE00049099,M1001904-340,13.229,114298.56,0.34,38861.5104,APEM,ALMACEN ETIQUETAS MONTERREY-MP,08125I0008A,ETIQ. SEGURIDAD APEAM,C, 01/02/24, 01/02/24, 01/03/24, 01/03/24, 04/03/24,,,13,-16,"8,000.00",0.00,"8,000.00",0.00,MI,"561,270.53",,#N/A,
,I0ETI29883-1,PLANEACION,,M0151306-120,0.00338,730.08,0.12,87.6096,D11204D,UNIVERSAL ELECTRONICS INC.,11017B0009A,"57007-1112015-M DATE CODE LABEL, PAD PRI",C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-16,"200,000.00",0.00,"200,000.00",0.00,PZ,"3,454.66",59,Cynthia Garay,
,I0ETI29885-1,PLANEACION,,M0549247-220/M16361016-220,78.3,4228.2,0.22,930.204,NE9600D,YURA CORPORATION MEXICO,09600B0001A,ETIQUETA BOPP LAMINADO MATE 4 X 6 R-1000,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,50.00,0.00,50.00,0.00,MI,"31,699.11",39,Alejandro de Mata,
,I0ETI29898-1,SORIANA PROCESO,,M0549163-315,263.14,1705.1472,0.315,537.121368,NE0742P,TIENDAS SORIANA,00742B0171A,ETIQ TD BIZERBA 58X114MM R/280 CAJA C/40,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,6.00,0.00,6.00,-37.00,CJ,"6,092.70",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-10,SORIANA PROCESO,,M0151319-325,160,9158.4,0.325,2976.48,NE0742P,TIENDAS SORIANA,10000B0157,ETIQ. TD R CONTINUO 52 X 40 MTS B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,53.00,0.00,53.00,5.00,CJ,"33,173.23",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-11,SORIANA PROCESO,,M0151319-325,246.7,266.436,0.325,86.5917,NE0742P,TIENDAS SORIANA,00742B0167A,ETIQ TD BERKEL BLANCA 58 X 114 MM R-350,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,1.00,0.00,1.00,-12.00,CJ,953.27,79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-12,SORIANA PROCESO,,M0151234-325,321.8,347.544,0.325,112.9518,NE0742P,TIENDAS SORIANA,00742I0157,TOLEDO IMP. RANCHO SANTA FE CAJA C/30R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,1.00,0.00,1.00,-2.00,CJ,"1,072.89",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-13,SORIANA PROCESO,,M0151319-325,330.6,714.096,0.325,232.0812,NE0742P,TIENDAS SORIANA,10000B0011,TD R CONTINUO TOLEDO 61 X 56 B/30,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,2.00,0.00,2.00,-8.00,CJ,"2,510.44",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-14,SORIANA PROCESO,,M0151319-325,315.5,1022.22,0.325,332.2215,NE0742P,TIENDAS SORIANA,10000B0010,TD TOLEDO 61 X 47 R/1000 B/30,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,3.00,0.00,3.00,-8.00,CJ,"3,508.89",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-15,PT,,M0549163-325,327,706.32,0.325,229.554,NE0742P,TIENDAS SORIANA,10000B0014A,ETIQ. TD QUANTUM 57MM X 45MM R-1250 C-69,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,2.00,0.00,2.00,2.00,CJ,"3,203.86",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-16,PT,,M0549163-250,347.3,375.084,0.25,93.771,NE0742P,TIENDAS SORIANA,00742I0514A,ETIQ. TD HOBART FRESCO R-1250 CAJA C-25R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,1.00,0.00,1.00,0.00,CJ,"1,217.08",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-2,SORIANA PROCESO,,M0151319-325,131.7,2418.012,0.325,785.8539,NE0742P,TIENDAS SORIANA,00742I0151,BIZERBA IMP. SANTA FE CAJA C/20R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,17.00,0.00,17.00,-39.00,CJ,"9,750.52",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-3,SORIANA PROCESO,,M0151319-325,258.5,2791.8,0.325,907.335,NE0742P,TIENDAS SORIANA,00742I0149,BIZERBA IMP. DON FCO SELEC CAJA C/40R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,10.00,0.00,10.00,-42.00,CJ,"11,168.30",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-4,SORIANA PROCESO,,M0151319-325,240.5,20779.2,0.325,6753.24,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,80.00,0.00,80.00,-357.00,CJ,"77,929.60",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-5,SORIANA PROCESO,,M0151319-290,491.4,18574.92,0.29,5386.7268,NE0742P,TIENDAS SORIANA,00742B0043A,ROLLO CONTINUO BIZERBA 57X50 B50,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,35.00,0.00,35.00,5.00,CJ,"61,261.55",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-6,SORIANA PROCESO,,M0151319-325,321.8,347.544,0.325,112.9518,NE0742P,TIENDAS SORIANA,00742I0154,BERKEL IMP. SANTA FE CAJA C/40R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,1.00,0.00,1.00,-3.00,CJ,"1,472.54",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-7,SORIANA PROCESO,,M0151319-325,321.8,347.544,0.325,112.9518,NE0742P,TIENDAS SORIANA,00742I0152,BERKEL IMP. DON FCO SELEC CAJA C/40R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,1.00,0.00,1.00,-12.00,CJ,"1,438.76",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-8,SORIANA PROCESO,,M0151319-325,157.7,4257.9,0.325,1383.8175,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,25.00,0.00,25.00,-30.00,CJ,"15,876.00",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29898-9,PT,,M0151319-325,351.8,1139.832,0.325,370.4454,NE0742P,TIENDAS SORIANA,10000B0017,TD BERKEL 49 X 40 R/1000 B/54 C-38,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,3.00,0.00,3.00,11.00,CJ,"4,376.85",79,Jaime Blasques,"TULTITLAN, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-1,SORIANA PROCESO,,M0549163-315,263.14,11367.648,0.315,3580.80912,NE0742P,TIENDAS SORIANA,00742B0171A,ETIQ TD BIZERBA 58X114MM R/280 CAJA C/40,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,40.00,0.00,40.00,-37.00,CJ,"40,618.00",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-10,SORIANA PROCESO,,M0151319-325,160,20736,0.325,6739.2,NE0742P,TIENDAS SORIANA,10000B0157,ETIQ. TD R CONTINUO 52 X 40 MTS B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,120.00,0.00,120.00,5.00,CJ,"75,109.20",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-11,SORIANA PROCESO,,M0151319-325,246.7,1865.052,0.325,606.1419,NE0742P,TIENDAS SORIANA,00742B0167A,ETIQ TD BERKEL BLANCA 58 X 114 MM R-350,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,7.00,0.00,7.00,-12.00,CJ,"6,672.89",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-12,SORIANA PROCESO,,M0151234-325,250,270,0.325,87.75,NE0742P,TIENDAS SORIANA,00742I0057,ETIQ. TD TOLEDO 60 X 114 R/350,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,1.00,0.00,1.00,-1.00,CJ,983.11,79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-13,SORIANA PROCESO,,M0151234-325,321.8,1042.632,0.325,338.8554,NE0742P,TIENDAS SORIANA,00742I0157,TOLEDO IMP. RANCHO SANTA FE CAJA C/30R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,3.00,0.00,3.00,-2.00,CJ,"3,218.67",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-14,PT,,M0549163-320,246.7,266.436,0.32,85.25952,NE0742P,TIENDAS SORIANA,00742I0566A,ETIQ. TOLEDO IMP DON FCO SELECTA CAJA C/,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,1.00,0.00,1.00,0.00,CJ,"1,048.32",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-15,SORIANA PROCESO,,M0151319-325,330.6,2142.288,0.325,696.2436,NE0742P,TIENDAS SORIANA,10000B0011,TD R CONTINUO TOLEDO 61 X 56 B/30,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,6.00,0.00,6.00,-8.00,CJ,"7,531.32",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-16,SORIANA PROCESO,,M0151319-325,315.5,3407.4,0.325,1107.405,NE0742P,TIENDAS SORIANA,10000B0010,TD TOLEDO 61 X 47 R/1000 B/30,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,10.00,0.00,10.00,-8.00,CJ,"11,696.30",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-17,SORIANA PROCESO,,M0151319-325,337.4,2915.136,0.325,947.4192,NE0742P,TIENDAS SORIANA,10000B0009,TD R CONTINUO QUANTUM 57 X 70 B/22,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,8.00,0.00,8.00,-5.00,CJ,"8,595.68",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-18,PT,,M0549163-250,347.3,750.168,0.25,187.542,NE0742P,TIENDAS SORIANA,00742I0514A,ETIQ. TD HOBART FRESCO R-1250 CAJA C-25R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,2.00,0.00,2.00,0.00,CJ,"2,434.16",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-2,SORIANA PROCESO,,M0151319-325,131.7,2702.484,0.325,878.3073,NE0742P,TIENDAS SORIANA,00742I0151,BIZERBA IMP. SANTA FE CAJA C/20R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,19.00,0.00,19.00,-39.00,CJ,"10,897.64",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-3,SORIANA PROCESO,,M0151319-325,258.5,7258.68,0.325,2359.071,NE0742P,TIENDAS SORIANA,00742I0149,BIZERBA IMP. DON FCO SELEC CAJA C/40R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,26.00,0.00,26.00,-42.00,CJ,"29,037.58",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-4,SORIANA PROCESO,,M0151319-325,240.5,47012.94,0.325,15279.2055,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,181.00,0.00,181.00,-357.00,CJ,"176,315.72",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-5,SORIANA PROCESO,,M0151319-290,491.4,33434.856,0.29,9696.10824,NE0742P,TIENDAS SORIANA,00742B0043A,ROLLO CONTINUO BIZERBA 57X50 B50,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,63.00,0.00,63.00,5.00,CJ,"110,270.79",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-6,SORIANA PROCESO,,M0151319-325,321.8,695.088,0.325,225.9036,NE0742P,TIENDAS SORIANA,00742I0154,BERKEL IMP. SANTA FE CAJA C/40R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,2.00,0.00,2.00,-3.00,CJ,"2,945.08",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-7,SORIANA PROCESO,,M0151319-325,321.8,2780.352,0.325,903.6144,NE0742P,TIENDAS SORIANA,00742I0152,BERKEL IMP. DON FCO SELEC CAJA C/40R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,8.00,0.00,8.00,-12.00,CJ,"11,510.08",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-8,PT,,M0151319-325,321.8,347.544,0.325,112.9518,NE0742P,TIENDAS SORIANA,00742I0153,BERKEL IMP. DON FCO PREM CAJA C/40R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,12/2/2024,2,-17,1.00,0.00,1.00,0.00,CJ,"1,396.05",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29899-9,SORIANA PROCESO,,M0151319-325,157.7,14306.544,0.325,4649.6268,NE0742P,TIENDAS SORIANA,10000B0156,ETIQ. TD BERKEL 49 X 65 R/600  C/38 B24,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,84.00,0.00,84.00,-30.00,CJ,"53,343.36",79,Jaime Blasques,"QUERETARO, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-1,SORIANA PROCESO,,M0549163-315,263.14,1420.956,0.315,447.60114,NE0742P,TIENDAS SORIANA,00742B0171A,ETIQ TD BIZERBA 58X114MM R/280 CAJA C/40,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,5.00,0.00,5.00,-37.00,CJ,"5,077.25",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-2,SORIANA PROCESO,,M0151319-325,131.7,568.944,0.325,184.9068,NE0742P,TIENDAS SORIANA,00742I0151,BIZERBA IMP. SANTA FE CAJA C/20R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,4.00,0.00,4.00,-39.00,CJ,"2,294.24",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-3,SORIANA PROCESO,,M0151319-325,258.5,4187.7,0.325,1361.0025,NE0742P,TIENDAS SORIANA,00742I0149,BIZERBA IMP. DON FCO SELEC CAJA C/40R,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,15.00,0.00,15.00,-42.00,CJ,"16,752.45",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-4,SORIANA PROCESO,,M0151319-325,240.5,11428.56,0.325,3714.282,NE0742P,TIENDAS SORIANA,10000B0012,TD BIZERBA 57 X 43 R/800 B/34,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,44.00,0.00,44.00,-357.00,CJ,"42,861.28",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-5,SORIANA PROCESO,,M0151319-290,491.4,4776.408,0.29,1385.15832,NE0742P,TIENDAS SORIANA,00742B0043A,ROLLO CONTINUO BIZERBA 57X50 B50,B, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,9.00,0.00,9.00,5.00,CJ,"15,752.97",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
,I0ETI29900-6,SORIANA PROCESO,,M0151319-325,321.8,1042.632,0.325,338.8554,NE0742P,TIENDAS SORIANA,00742I0152,BERKEL IMP. DON FCO SELEC CAJA C/40R,C, 12/02/24, 12/02/24, 01/03/24, 01/03/24, 04/03/24,,,2,-17,3.00,0.00,3.00,-12.00,CJ,"4,316.28",79,Jaime Blasques,"SALINAS, EMBARCAR 15 FEBRERO, CITA 17 FEBRERO"
